Gene name	Gene stable ID
KYNU	ENSG00000115919
PLA2G2D	ENSG00000117215
	ENSG00000257105
HNRNPA1P34	ENSG00000213049
VDAC2P2	ENSG00000255776
	ENSG00000260853
LINC00612	ENSG00000214851
YRDC	ENSG00000196449
MIR4517	ENSG00000284541
	ENSG00000260367
A2M-AS1	ENSG00000245105
KRT17P8	ENSG00000256937
	ENSG00000280440
BTG1P1	ENSG00000256720
SPNS1	ENSG00000169682
	ENSG00000250575
ZNF587P1	ENSG00000223965
PRAMEF33	ENSG00000237700
PZP	ENSG00000126838
CDKN3	ENSG00000100526
	ENSG00000249772
LINC01215	ENSG00000271856
CLDN12	ENSG00000157224
FAF2	ENSG00000113194
SAMMSON	ENSG00000240405
FBXO2	ENSG00000116661
EPS8L1	ENSG00000131037
	ENSG00000250909
	ENSG00000236724
SH3RF2	ENSG00000156463
MTCO1P35	ENSG00000250630
GLIS3-AS1	ENSG00000237009
	ENSG00000270880
	ENSG00000230001
	ENSG00000283544
	ENSG00000228322
RNU6-694P	ENSG00000200941
TAFA4	ENSG00000163377
	ENSG00000230163
HNRNPFP1	ENSG00000227538
	ENSG00000232208
PTMAP1	ENSG00000228415
UBAP2	ENSG00000137073
SLC25A34	ENSG00000162461
	ENSG00000273299
C6orf136	ENSG00000204564
CDK14	ENSG00000058091
TMEM39A	ENSG00000176142
CD24P1	ENSG00000236500
GUCA2B	ENSG00000044012
	ENSG00000253422
	ENSG00000279739
TIMM23B	ENSG00000204152
	ENSG00000250438
	ENSG00000248234
RCC2	ENSG00000179051
	ENSG00000253955
SH3PXD2B	ENSG00000174705
R3HCC1L	ENSG00000166024
EED	ENSG00000074266
TPT1P12	ENSG00000256817
MIR1244-3	ENSG00000283429
PTMAP4	ENSG00000231503
KRT8P35	ENSG00000242841
LINC00987	ENSG00000237248
	ENSG00000276471
	ENSG00000256427
RN7SKP216	ENSG00000222982
	ENSG00000255830
	ENSG00000232555
DHX16	ENSG00000204560
OSTF1P1	ENSG00000258244
	ENSG00000258254
Y_RNA	ENSG00000199220
VINAC1P	ENSG00000283698
TBX5	ENSG00000089225
	ENSG00000244125
SLMAP	ENSG00000163681
RPL27AP4	ENSG00000233939
	ENSG00000286249
	ENSG00000272519
PRSS3	ENSG00000010438
HSPA5P1	ENSG00000215895
EXTL2P1	ENSG00000223976
PSTK	ENSG00000179988
	ENSG00000231868
	ENSG00000284650
	ENSG00000237329
	ENSG00000236948
	ENSG00000270850
	ENSG00000287510
MIR4435-2HG	ENSG00000172965
SMAD5-AS1	ENSG00000164621
PSMB2	ENSG00000126067
MRPL57P6	ENSG00000249449
KCTD16	ENSG00000183775
CXCL14	ENSG00000145824
CABCOCO1	ENSG00000183346
TRAPPC2B	ENSG00000256060
	ENSG00000253331
ZNF578	ENSG00000258405
CPLX2	ENSG00000145920
SLC25A25	ENSG00000148339
	ENSG00000284024
	ENSG00000274944
KIR3DX1	ENSG00000104970
NUTM2D	ENSG00000214562
RNU6-879P	ENSG00000201198
CASP9	ENSG00000132906
R3HDM2-DT	ENSG00000258001
INHBC	ENSG00000175189
INHBE	ENSG00000139269
PTPRE	ENSG00000132334
	ENSG00000287200
ABCF1	ENSG00000204574
TVP23CP1	ENSG00000223584
	ENSG00000286411
GLI1	ENSG00000111087
PTP4A1P3	ENSG00000226254
FZD1	ENSG00000157240
NIPA2P1	ENSG00000225843
RPL23AP44	ENSG00000244088
	ENSG00000261067
	ENSG00000227836
	ENSG00000253946
PTTG1IP2	ENSG00000251154
	ENSG00000225144
	ENSG00000275740
	ENSG00000223436
FLJ40288	ENSG00000183470
	ENSG00000261552
NPIPB10P	ENSG00000196796
CLASRP	ENSG00000104859
	ENSG00000201009
	ENSG00000225881
	ENSG00000287726
	ENSG00000227197
	ENSG00000249856
	ENSG00000260908
	ENSG00000253693
RRN3P2	ENSG00000103472
	ENSG00000251414
HAND1	ENSG00000113196
CAV1	ENSG00000105974
MIR6755	ENSG00000283744
	ENSG00000254783
SETP17	ENSG00000255222
	ENSG00000273217
RN7SL225P	ENSG00000239856
CCDC81	ENSG00000149201
	ENSG00000284671
ARHGAP5	ENSG00000100852
	ENSG00000283413
TRBV10-1	ENSG00000211717
	ENSG00000260517
TRBV11-1	ENSG00000211720
ZNF879	ENSG00000234284
	ENSG00000279106
	ENSG00000259807
TRBV12-1	ENSG00000244661
TRBV10-2	ENSG00000229769
TRBV11-2	ENSG00000241657
	ENSG00000273582
TRBV12-2	ENSG00000211739
	ENSG00000260953
	ENSG00000277999
TRBV6-5	ENSG00000211721
	ENSG00000198106
TRBV7-4	ENSG00000253409
SEPTIN11	ENSG00000138758
TRBV5-4	ENSG00000230099
	ENSG00000260413
TRBV6-6	ENSG00000211724
MRPL44	ENSG00000135900
ZBED3-AS1	ENSG00000250802
TRBV7-5	ENSG00000227550
	ENSG00000278078
TRBV5-5	ENSG00000211725
NPIPB11	ENSG00000254206
DNAJB5	ENSG00000137094
TRBV6-7	ENSG00000253188
ARHGAP9	ENSG00000123329
MTCO1P45	ENSG00000232982
TRBV7-6	ENSG00000211727
	ENSG00000226442
TRBV5-6	ENSG00000211728
SMG1P6	ENSG00000254634
	ENSG00000234446
DDI2	ENSG00000197312
TRBV6-8	ENSG00000253534
	ENSG00000272807
TRBV7-7	ENSG00000253291
	ENSG00000257284
TRBV5-7	ENSG00000211731
HNRNPKP2	ENSG00000227347
	ENSG00000260335
TRBV7-9	ENSG00000278030
ERICH2	ENSG00000204334
SLX1B	ENSG00000181625
TRBV13	ENSG00000276405
TRBV10-3	ENSG00000275791
TRBV11-3	ENSG00000276597
TRBV12-3	ENSG00000274752
	ENSG00000236886
TRBV12-4	ENSG00000276953
	ENSG00000261298
TRBV12-5	ENSG00000275158
MTND1P27	ENSG00000223921
	ENSG00000284748
	ENSG00000225394
	ENSG00000272078
YWHAQP5	ENSG00000236564
	ENSG00000254733
MET	ENSG00000105976
PTP4A1P6	ENSG00000254727
UQCRH	ENSG00000173660
	ENSG00000278989
	ENSG00000254731
ADAM23	ENSG00000114948
	ENSG00000255250
AP3M1	ENSG00000185009
ALG9	ENSG00000086848
NDRG2	ENSG00000165795
MIR3659HG	ENSG00000224592
POLG	ENSG00000140521
	ENSG00000233728
RPS29P6	ENSG00000230451
	ENSG00000231606
SLX1B-SULT1A4	ENSG00000260280
SELENOWP1	ENSG00000215900
MAN1B1	ENSG00000177239
HERC4	ENSG00000148634
AGO1	ENSG00000092847
	ENSG00000258150
LINC02525	ENSG00000230269
	ENSG00000279228
	ENSG00000257691
	ENSG00000257506
FAM135A	ENSG00000082269
SNX29P2	ENSG00000271699
PRDM5	ENSG00000138738
	ENSG00000277191
	ENSG00000284649
	ENSG00000286128
CKS1BP5	ENSG00000250972
	ENSG00000279583
MIR3680-2	ENSG00000266758
FBLL1	ENSG00000188573
CA5AP1	ENSG00000260133
	ENSG00000280068
	ENSG00000260514
BTG4P1	ENSG00000248156
	ENSG00000253538
	ENSG00000253858
SPN	ENSG00000197471
	ENSG00000248112
	ENSG00000276251
	ENSG00000285549
	ENSG00000268133
	ENSG00000286953
	ENSG00000250256
C5AR1	ENSG00000197405
	ENSG00000253792
	ENSG00000288632
SMG1P2	ENSG00000205534
	ENSG00000235181
PTTG1	ENSG00000164611
SLC1A5	ENSG00000105281
SLC7A5P1	ENSG00000260727
TAOK2	ENSG00000149930
PRPS1P1	ENSG00000226847
SPOPL	ENSG00000144228
	ENSG00000233616
HESX1	ENSG00000163666
	ENSG00000234156
OR1J1	ENSG00000136834
OR1J2	ENSG00000197233
OR1J4	ENSG00000239590
	ENSG00000284632
OR1N1	ENSG00000171505
PRAMEF7	ENSG00000204510
OR1N2	ENSG00000171501
LINC01854	ENSG00000204460
	ENSG00000288074
	ENSG00000244699
RPL17P15	ENSG00000229326
OR1H1P	ENSG00000228914
OR1Q1	ENSG00000165202
	ENSG00000239455
UBE2Q2P9	ENSG00000244130
	ENSG00000258529
OR1B1	ENSG00000280094
	ENSG00000288039
OR1L1	ENSG00000173679
CBX8	ENSG00000141570
PRICKLE2-AS1	ENSG00000241572
TLK1P1	ENSG00000226783
GPR199P	ENSG00000241014
	ENSG00000213486
	ENSG00000287480
	ENSG00000244513
ALG9-IT1	ENSG00000254450
	ENSG00000228802
GNG5P3	ENSG00000254949
MANEALP1	ENSG00000214070
ERCC6L2	ENSG00000182150
NFE2L3	ENSG00000050344
FDXACB1	ENSG00000255561
	ENSG00000235047
THRAP3	ENSG00000054118
RPS20P12	ENSG00000237784
	ENSG00000286360
SFXN4P1	ENSG00000270390
MANF	ENSG00000145050
GALNT5	ENSG00000136542
C11orf1	ENSG00000137720
PCDH18	ENSG00000189184
DCXR	ENSG00000169738
CBX3	ENSG00000122565
GAPDHP50	ENSG00000241861
	ENSG00000241804
	ENSG00000288079
IL3	ENSG00000164399
TIMMDC1	ENSG00000113845
PPP1R12C	ENSG00000125503
RPL37AP8	ENSG00000176343
	ENSG00000275598
	ENSG00000287412
LGALS12	ENSG00000133317
KRT18P46	ENSG00000235716
UBE2V1P14	ENSG00000228134
	ENSG00000288040
CYP2C56P	ENSG00000229641
RPL31P14	ENSG00000237930
PKP4-AS1	ENSG00000204380
TAF11L12	ENSG00000249156
	ENSG00000286539
	ENSG00000286239
HIRIP3	ENSG00000149929
GPAT2P2	ENSG00000188383
MARS1	ENSG00000166986
FAM153B	ENSG00000182230
	ENSG00000228162
	ENSG00000235610
	ENSG00000254553
SEPTIN10P1	ENSG00000253541
KRT18P39	ENSG00000224791
WDR17	ENSG00000150627
PAFAH1B1P2	ENSG00000223973
	ENSG00000253668
	ENSG00000229203
	ENSG00000253841
LINC01786	ENSG00000230415
	ENSG00000287677
	ENSG00000229209
	ENSG00000229779
RIMKLA	ENSG00000177181
CYP4F62P	ENSG00000239402
	ENSG00000243903
IP6K1	ENSG00000176095
CSMD3	ENSG00000164796
LINC01790	ENSG00000230173
	ENSG00000287451
ACRP1	ENSG00000175509
	ENSG00000237035
	ENSG00000284653
	ENSG00000237749
TMEM163	ENSG00000152128
	ENSG00000285860
	ENSG00000232383
LINC01398	ENSG00000224863
LINC01448	ENSG00000238284
TCP1P1	ENSG00000229161
	ENSG00000231539
	ENSG00000261019
PADI6	ENSG00000276747
INO80E	ENSG00000169592
	ENSG00000256646
PLAAT4	ENSG00000133321
DZIP3	ENSG00000198919
	ENSG00000284705
	ENSG00000287828
	ENSG00000228776
	ENSG00000237856
	ENSG00000279024
	ENSG00000236009
PLAAT2	ENSG00000133328
SPAG16-DT	ENSG00000196096
	ENSG00000229352
VASP	ENSG00000125753
	ENSG00000203520
MIR34AHG	ENSG00000228526
ATL3	ENSG00000184743
PSMA2	ENSG00000106588
LY75-CD302	ENSG00000248672
PADI4	ENSG00000159339
CEP57L1	ENSG00000183137
GLIS3	ENSG00000107249
IMMP1LP1	ENSG00000270269
	ENSG00000256789
RTN3	ENSG00000133318
LINC02811	ENSG00000284678
	ENSG00000223814
C1orf122	ENSG00000197982
ODAD1	ENSG00000105479
HSPE1P24	ENSG00000225158
LINC01654	ENSG00000261781
MIR549A	ENSG00000208003
	ENSG00000250820
	ENSG00000259546
	ENSG00000286509
	ENSG00000259649
	ENSG00000248105
	ENSG00000234983
EPHA10	ENSG00000183317
ETF1	ENSG00000120705
MESD	ENSG00000117899
MRPL32	ENSG00000106591
	ENSG00000232006
LINC00698	ENSG00000244342
	ENSG00000260619
Y_RNA	ENSG00000201933
CRYZP1	ENSG00000233025
MIR4514	ENSG00000265855
	ENSG00000277782
	ENSG00000224415
CFAP44-AS1	ENSG00000243849
CFAP161	ENSG00000156206
RPL23AP95	ENSG00000236848
	ENSG00000279482
	ENSG00000286602
S100A11P1	ENSG00000237632
TUSC7	ENSG00000243197
	ENSG00000271100
G3BP2	ENSG00000138757
	ENSG00000275719
DNAJC2	ENSG00000105821
ZFTA	ENSG00000188070
LINC01837	ENSG00000267489
	ENSG00000264617
	ENSG00000262768
MTCO1P39	ENSG00000224254
ZNF169	ENSG00000175787
DPPA2	ENSG00000163530
	ENSG00000279834
	ENSG00000272134
ANP32BP3	ENSG00000259461
LINC01979	ENSG00000262585
	ENSG00000285667
DOC2A	ENSG00000149927
RN7SL596P	ENSG00000264519
IGF2BP1	ENSG00000159217
SPINDOC	ENSG00000168005
SLC28A1	ENSG00000156222
	ENSG00000259094
LINC01891	ENSG00000231682
TPT1P2	ENSG00000228111
SPCS1	ENSG00000114902
MTND2P20	ENSG00000229701
	ENSG00000228206
PRAMEF31P	ENSG00000250894
VDAC1P11	ENSG00000237679
	ENSG00000235724
	ENSG00000232063
ATP5MGP1	ENSG00000256280
FHL3	ENSG00000183386
	ENSG00000255233
	ENSG00000224815
	ENSG00000279684
PTMAP12	ENSG00000282886
SRP14P2	ENSG00000234106
	ENSG00000255448
YRDCP1	ENSG00000278486
	ENSG00000240751
	ENSG00000286850
	ENSG00000287131
	ENSG00000224245
LINC02017	ENSG00000243572
SAAL1	ENSG00000166788
PCED1CP	ENSG00000231254
RNU6-669P	ENSG00000202445
STAB1	ENSG00000010327
FBP2	ENSG00000130957
	ENSG00000251487
RPL15P5	ENSG00000233045
ARL10	ENSG00000175414
SGO2	ENSG00000163535
RASGRP4	ENSG00000171777
MCM10	ENSG00000065328
CXXC5-AS1	ENSG00000250635
FBP1	ENSG00000165140
MED7	ENSG00000155868
MPO	ENSG00000005381
	ENSG00000254293
	ENSG00000284743
ZNF354C	ENSG00000177932
RHBDL2	ENSG00000158315
RMND5B	ENSG00000145916
MIR6758	ENSG00000284152
	ENSG00000285133
MIR616	ENSG00000208028
	ENSG00000229213
TMEM35B	ENSG00000243749
MBD6	ENSG00000166987
ITGAV	ENSG00000138448
	ENSG00000263252
	ENSG00000265784
MEGF9	ENSG00000106780
	ENSG00000265935
RPS29P16	ENSG00000235354
VMP1	ENSG00000062716
SLC26A5	ENSG00000170615
INPP5B	ENSG00000204084
AHCYP2	ENSG00000238181
FBXW2	ENSG00000119402
GLE1	ENSG00000119392
HIGD1AP5	ENSG00000255254
LY6K	ENSG00000160886
SAA3P	ENSG00000166787
	ENSG00000255470
	ENSG00000285562
MRGPRX12P	ENSG00000254857
MRGPRX4	ENSG00000179817
GLTPP1	ENSG00000255138
MRGPRX13P	ENSG00000254546
SLC25A51P4	ENSG00000189332
PIP4K2C	ENSG00000166908
	ENSG00000253567
SAA4	ENSG00000148965
	ENSG00000254348
	ENSG00000274904
	ENSG00000254431
AK3P2	ENSG00000250115
	ENSG00000253163
RPL7P20	ENSG00000254252
PPP4C	ENSG00000149923
THEM6	ENSG00000130193
	ENSG00000286134
SAA2-SAA4	ENSG00000255071
	ENSG00000253673
HMGB1P22	ENSG00000250721
	ENSG00000251218
	ENSG00000270839
	ENSG00000264164
BAALC	ENSG00000164929
RNF213-AS1	ENSG00000263069
ARHGAP26	ENSG00000145819
SAA2	ENSG00000134339
	ENSG00000266821
SLC16A6P1	ENSG00000232457
MXI1	ENSG00000119950
FAM183A	ENSG00000186973
	ENSG00000286505
CCDC40	ENSG00000141519
	ENSG00000240568
RNU6-339P	ENSG00000207037
HMGB1P36	ENSG00000243873
RNU6-796P	ENSG00000212388
	ENSG00000271044
	ENSG00000255325
SLC35B3	ENSG00000124786
PSCA	ENSG00000167653
	ENSG00000240787
	ENSG00000285708
	ENSG00000271806
UBE3A	ENSG00000114062
	ENSG00000253949
HEG1	ENSG00000173706
SNTB1	ENSG00000172164
ZMYM4	ENSG00000146463
DTX3	ENSG00000178498
RNA5SP333	ENSG00000200336
ST13P5	ENSG00000212789
RNA5SP334	ENSG00000201695
OR7E5P	ENSG00000214880
OR5F1	ENSG00000149133
ATP6V1H	ENSG00000047249
OR5F2P	ENSG00000182365
OR5AQ1P	ENSG00000184741
OR5J1P	ENSG00000181780
PLA1A	ENSG00000144837
OR5BE1P	ENSG00000225538
OR8I4P	ENSG00000254524
OR5BN2P	ENSG00000255140
OR8H3	ENSG00000181761
OR5BN1P	ENSG00000254848
ROS1	ENSG00000047936
ARHGEF25	ENSG00000240771
OR8K4P	ENSG00000254947
OR8K5	ENSG00000181752
OR5J7P	ENSG00000255217
OR5J2	ENSG00000174957
OR8V1P	ENSG00000230213
OR4V1P	ENSG00000254841
OR4P1P	ENSG00000188439
	ENSG00000279273
	ENSG00000254804
	ENSG00000266076
OR5D2P	ENSG00000254457
OR5D3P	ENSG00000186886
	ENSG00000286788
VN2R9P	ENSG00000236541
	ENSG00000255146
	ENSG00000262580
	ENSG00000254853
OR9L1P	ENSG00000255131
OR9I3P	ENSG00000272685
OR9I2P	ENSG00000186508
OR5BL1P	ENSG00000272569
	ENSG00000279059
LEF1	ENSG00000138795
OR10Q1	ENSG00000180475
RPS29P21	ENSG00000241913
	ENSG00000254953
OR9G3P	ENSG00000181325
MIR6128	ENSG00000274770
	ENSG00000286704
OR9G2P	ENSG00000254825
FTSJ3	ENSG00000108592
OR5G1P	ENSG00000181296
OR5G4P	ENSG00000255485
OR5G5P	ENSG00000205025
NFYBP1	ENSG00000214380
GPR27	ENSG00000170837
OR5G3	ENSG00000241356
YPEL3	ENSG00000090238
	ENSG00000280435
	ENSG00000213604
OR8J2	ENSG00000254658
TEX55	ENSG00000163424
OR8I1P	ENSG00000255461
FAM8A2P	ENSG00000254722
OR8K2P	ENSG00000255134
RPL5P29	ENSG00000242208
OR5BB1P	ENSG00000198261
OR4D8P	ENSG00000204989
OR4D11	ENSG00000176200
OR4D7P	ENSG00000254770
OR5B1P	ENSG00000233499
ALDH1L1-AS1	ENSG00000250218
OR5B15P	ENSG00000273408
	ENSG00000235056
OR7E29P	ENSG00000243429
OR2AH1P	ENSG00000232511
CCDC54	ENSG00000138483
TMEM230P2	ENSG00000238041
CWC22	ENSG00000163510
OR8U1	ENSG00000172199
LINC00901	ENSG00000242385
	ENSG00000224713
OR8L1P	ENSG00000254903
CD200R1	ENSG00000163606
OR5AL2P	ENSG00000255466
OR5AL1	ENSG00000272987
	ENSG00000287908
OR8U3	ENSG00000279961
OR5M4P	ENSG00000230416
	ENSG00000284732
OR5M9	ENSG00000150269
OR5M2P	ENSG00000254752
B4GALNT1	ENSG00000135454
	ENSG00000254411
TOMM6	ENSG00000214736
OR5M7P	ENSG00000254490
	ENSG00000254660
OR5M6P	ENSG00000254603
OR5M5P	ENSG00000185701
LMNTD2	ENSG00000185522
RPL31P7	ENSG00000232083
ZNF311	ENSG00000197935
MBTD1	ENSG00000011258
GDPD3	ENSG00000102886
	ENSG00000271384
MT1P1	ENSG00000213761
HIGD1AP3	ENSG00000248929
	ENSG00000271314
	ENSG00000251670
	ENSG00000271155
	ENSG00000271659
	ENSG00000251330
SCGB3A2	ENSG00000164265
UBAP1	ENSG00000165006
PTPRK	ENSG00000152894
	ENSG00000236605
ALG1L6P	ENSG00000238278
HSPE1P9	ENSG00000232690
LINC01923	ENSG00000236653
LMNTD2-AS1	ENSG00000254815
	ENSG00000280382
	ENSG00000279214
	ENSG00000283669
UTP11	ENSG00000183520
CDCP1	ENSG00000163814
	ENSG00000261367
	ENSG00000213661
	ENSG00000275371
LINC02229	ENSG00000250313
RASSF7	ENSG00000099849
	ENSG00000251257
TEX51	ENSG00000237524
CTB-178M22.2	ENSG00000253978
MAPK3	ENSG00000102882
	ENSG00000287814
	ENSG00000254239
USP32	ENSG00000170832
	ENSG00000253256
PLAC8L1	ENSG00000173261
CFAP97P1	ENSG00000271164
ZNF860	ENSG00000197385
PPIAP70	ENSG00000232407
	ENSG00000223859
	ENSG00000235319
DELE1	ENSG00000081791
LLPHP3	ENSG00000233868
QTRT2	ENSG00000151576
	ENSG00000286020
	ENSG00000253266
	ENSG00000273301
USP48	ENSG00000090686
	ENSG00000203395
	ENSG00000227227
RPSAP34	ENSG00000239939
AGO2	ENSG00000123908
LINC01124	ENSG00000222033
ZACNP1	ENSG00000278589
	ENSG00000286234
EXOC7P1	ENSG00000250485
PDLIM3	ENSG00000154553
MIR210	ENSG00000199038
PHRF1	ENSG00000070047
RPL35AP2	ENSG00000227383
	ENSG00000279336
HECW2	ENSG00000138411
RNA5SP282	ENSG00000252164
	ENSG00000233668
RNU2-50P	ENSG00000222426
SERPINH1P1	ENSG00000229207
NUDT2	ENSG00000164978
RPL13AP23	ENSG00000242990
OS9	ENSG00000135506
MYORG	ENSG00000164976
Y_RNA	ENSG00000207032
KIF24	ENSG00000186638
HECTD2	ENSG00000165338
ZNF483	ENSG00000173258
CD80	ENSG00000121594
GABRA1	ENSG00000022355
NR1D2	ENSG00000174738
PTGR1	ENSG00000106853
	ENSG00000271048
	ENSG00000254183
CBX4	ENSG00000141582
	ENSG00000255206
NACA4P	ENSG00000228224
	ENSG00000286946
	ENSG00000254150
RFPL4AP5	ENSG00000248720
	ENSG00000253806
	ENSG00000272384
NCAPGP1	ENSG00000250290
RPL23AP56	ENSG00000244413
	ENSG00000272456
	ENSG00000288036
	ENSG00000265246
	ENSG00000262271
NSMCE2	ENSG00000156831
ADK	ENSG00000156110
	ENSG00000276863
BMPR1B	ENSG00000138696
	ENSG00000270781
	ENSG00000272220
SLC47A1P2	ENSG00000231625
	ENSG00000271587
	ENSG00000279372
	ENSG00000267637
GH2	ENSG00000136487
PGAM1P3	ENSG00000230274
	ENSG00000261364
UBL5P3	ENSG00000240359
	ENSG00000269177
AKR1B1P7	ENSG00000266899
	ENSG00000275862
GPR4	ENSG00000177464
CLDND1	ENSG00000080822
CD37	ENSG00000104894
CORO1A-AS1	ENSG00000261416
	ENSG00000240919
	ENSG00000272172
BOLA2B	ENSG00000169627
	ENSG00000255366
	ENSG00000254317
PENK	ENSG00000181195
SLX1A-SULT1A3	ENSG00000213599
HK1	ENSG00000156515
	ENSG00000235546
CEP112	ENSG00000154240
IRF7	ENSG00000185507
	ENSG00000224644
	ENSG00000287322
LRRC37A5P	ENSG00000204173
MAPRE1P1	ENSG00000253915
	ENSG00000272043
LINC02844	ENSG00000253679
	ENSG00000287479
	ENSG00000253282
DNAJC25	ENSG00000059769
C8orf33	ENSG00000182307
	ENSG00000258130
DNAJC25-GNG10	ENSG00000244115
GNG10	ENSG00000242616
	ENSG00000278887
	ENSG00000261444
	ENSG00000261203
	ENSG00000273724
CD2BP2	ENSG00000169217
Y_RNA	ENSG00000251852
Y_RNA	ENSG00000252047
	ENSG00000234715
	ENSG00000271741
SLC4A4	ENSG00000080493
RN7SKP86	ENSG00000222386
	ENSG00000224067
ELN-AS1	ENSG00000232415
RNU6-1013P	ENSG00000206907
UGCG	ENSG00000148154
LIMK1	ENSG00000106683
SPRED2	ENSG00000198369
ACTN4P2	ENSG00000214141
C1orf216	ENSG00000142686
SHMT1P1	ENSG00000224751
TBC1D10B	ENSG00000169221
	ENSG00000279096
ACTL8	ENSG00000117148
PHBP12	ENSG00000230585
ALPK3	ENSG00000136383
RLF	ENSG00000117000
MIR4668	ENSG00000266315
HNRNPMP2	ENSG00000269576
GEMIN7-AS1	ENSG00000267348
SHOC1	ENSG00000165181
HSPA9P1	ENSG00000226666
CDHR5	ENSG00000099834
SLC7A10	ENSG00000130876
	ENSG00000287091
RFTN2	ENSG00000162944
	ENSG00000284989
	ENSG00000257342
AGAP2-AS1	ENSG00000255737
TSPAN31	ENSG00000135452
CTNNBIP1	ENSG00000178585
	ENSG00000274653
	ENSG00000275710
Y_RNA	ENSG00000200008
	ENSG00000267318
	ENSG00000276702
	ENSG00000259408
LINC01977	ENSG00000262772
	ENSG00000259287
CORO1A	ENSG00000102879
	ENSG00000279089
AVEN	ENSG00000169857
	ENSG00000267737
DARS1	ENSG00000115866
CSH1	ENSG00000136488
MIR590	ENSG00000207741
	ENSG00000268361
CHRM5	ENSG00000184984
PMPCB	ENSG00000105819
	ENSG00000269014
	ENSG00000269107
	ENSG00000269583
	ENSG00000272037
RPL19P14	ENSG00000240870
	ENSG00000279766
	ENSG00000278472
EMP3	ENSG00000142227
	ENSG00000287840
	ENSG00000259505
ZFAT	ENSG00000066827
FAM227B	ENSG00000166262
CDK4	ENSG00000135446
	ENSG00000231630
	ENSG00000266598
FOXK2	ENSG00000141568
Y_RNA	ENSG00000223188
GPRACR	ENSG00000196979
CLSPN	ENSG00000092853
	ENSG00000267636
NCS1	ENSG00000107130
	ENSG00000269794
BORCS8	ENSG00000254901
EEF1E1P1	ENSG00000236307
RRN3P4	ENSG00000229781
RN7SL665P	ENSG00000264169
MYO3B-AS1	ENSG00000231898
ASS1	ENSG00000130707
PSMC2	ENSG00000161057
	ENSG00000275580
KCNIP1-OT1	ENSG00000253647
	ENSG00000276593
	ENSG00000259531
RPL12P22	ENSG00000253109
	ENSG00000253617
IFIT6P	ENSG00000224289
MIR3142HG	ENSG00000253522
IFIT1B	ENSG00000204010
	ENSG00000262094
DTWD1	ENSG00000104047
	ENSG00000196390
IFIT1	ENSG00000185745
DNAH17-AS1	ENSG00000267432
UNC5A	ENSG00000113763
SCT	ENSG00000070031
LRRC45	ENSG00000169683
SLC16A12	ENSG00000152779
DRD4	ENSG00000069696
GEMIN7	ENSG00000142252
MIR6759	ENSG00000283621
MARCHF9	ENSG00000139266
SLC16A12-AS1	ENSG00000234452
	ENSG00000288675
LINC02547	ENSG00000254486
	ENSG00000200294
	ENSG00000254991
RPL15P14	ENSG00000226701
SUCLG2-AS1	ENSG00000241316
	ENSG00000255400
ANAPC16	ENSG00000166295
PARVA	ENSG00000197702
CYP27B1	ENSG00000111012
ZSCAN22	ENSG00000182318
SAE1	ENSG00000142230
	ENSG00000254186
SERBP1P3	ENSG00000242142
RPS26P21	ENSG00000242829
RFT1	ENSG00000163933
	ENSG00000273623
	ENSG00000276185
Y_RNA	ENSG00000200170
DDIT4	ENSG00000168209
CROT	ENSG00000005469
INHBB	ENSG00000163083
RNU6-805P	ENSG00000202513
	ENSG00000282915
ELL2	ENSG00000118985
SNX19P4	ENSG00000276531
	ENSG00000279029
RNA5SP305	ENSG00000199535
	ENSG00000285750
	ENSG00000228667
RN7SKP241	ENSG00000240294
PRPF38AP2	ENSG00000236582
AOPEP	ENSG00000148120
LNPK	ENSG00000144320
HACD1	ENSG00000165996
GPR139	ENSG00000180269
	ENSG00000259589
METTL1	ENSG00000037897
	ENSG00000254847
MIR422A	ENSG00000199156
	ENSG00000275785
OR4P4	ENSG00000181927
SLX1A	ENSG00000132207
	ENSG00000262000
OR4A11P	ENSG00000254663
	ENSG00000265982
DAPK2	ENSG00000035664
OR4A12P	ENSG00000254723
RPL23AP87	ENSG00000232938
OR4A15	ENSG00000181958
OR4A9P	ENSG00000254891
	ENSG00000279143
OR4X7P	ENSG00000255077
MYL6P5	ENSG00000228118
OR4A10P	ENSG00000255493
OR4A17P	ENSG00000255196
OR4A13P	ENSG00000181950
ABCA5	ENSG00000154265
OR4A50P	ENSG00000255294
	ENSG00000241008
OR5E1P	ENSG00000170688
HIGD2A	ENSG00000146066
RNU6-943P	ENSG00000252769
OR10G6	ENSG00000198674
OR10G5P	ENSG00000226461
OR10G9	ENSG00000236981
STAM-DT	ENSG00000260589
	ENSG00000250114
OR10D5P	ENSG00000213182
MTND3P6	ENSG00000242214
EEF1AKMT3	ENSG00000123427
	ENSG00000254171
STAM	ENSG00000136738
	ENSG00000240895
	ENSG00000285476
MIR130A	ENSG00000208009
MTCO2P29	ENSG00000243257
SULT1A4	ENSG00000213648
TTC9C	ENSG00000162222
	ENSG00000243081
LINC02035	ENSG00000273033
C3orf85	ENSG00000241224
CRISP3	ENSG00000096006
SPINK5	ENSG00000133710
	ENSG00000257921
B4GALT4-AS1	ENSG00000240254
OR5AC2	ENSG00000196578
ZBTB3	ENSG00000185670
FHIT	ENSG00000189283
	ENSG00000259351
TSFM	ENSG00000123297
POLR2G	ENSG00000168002
LILRP1	ENSG00000186152
	ENSG00000287533
CIAO2A	ENSG00000166797
ZNF548	ENSG00000188785
